278	258.5	0.2	7.74333	79.775	27.4492 92.9667 18.3237 7.80577 16.1563 -101.635 -44.7729 82.821 53.8965 -77.9457 -29.1056 42.1879 23.9102 -34.4474 -22.5474 0.0336107 0.156964 0.01939 0.0133417 0.0712604 0.135252 0.0492916 0.107626 0.0860004 0.184332 0.0459804 0.116658 0.0290797 0.0893217 0.0534713
278	258.5	0.5	3.89	40.725	27.3742 90.9075 18.1949 7.83872 17.0304 -100.389 -44.5692 81.5933 53.6132 -78.8204 -29.352 42.9638 23.9055 -34.8937 -22.8584 0.0415612 0.180744 0.0202822 0.0164818 0.118145 0.155542 0.055909 0.12192 0.111075 0.264716 0.0669213 0.191966 0.0347591 0.126156 0.0721877
278	258.5	0.7	3.79	40.8417	27.9391 95.1389 18.5608 7.86043 16.263 -103.652 -45.5 84.3217 54.4423 -80.9093 -29.6298 43.5747 24.1417 -35.7791 -23.2044 0.0415757 0.183717 0.0205453 0.0162244 0.109552 0.159108 0.0564082 0.12417 0.108742 0.260698 0.0650339 0.180923 0.034348 0.123576 0.070496
278	258.5	0.85	1.93	21.2	27.0811 92.9864 18.2012 7.71246 14.7129 -100.158 -44.2822 82.7556 52.7294 -73.4286 -28.6216 41.5658 23.6303 -33.7699 -22.0987 0.0486958 0.216174 0.0217119 0.0199452 0.193921 0.188516 0.0622135 0.139816 0.150282 0.420054 0.0909961 0.301881 0.0415173 0.183393 0.102673
278	258.5	0.95	2.06667	20.925	25.7032 83.6662 17.0125 7.13746 13.3431 -93.1886 -41.7157 76.4896 49.0808 -71.7792 -27.1653 36.4485 21.9712 -31.0962 -20.2746 0.0465275 0.202515 0.0204329 0.0190171 0.193827 0.175923 0.0591776 0.132779 0.144777 0.403479 0.0894212 0.304814 0.0394917 0.180411 0.0988449
278	285	0.2	66.6933	204.525	8.42343 28.7615 3.65816 1.5618 4.604 -31.1282 -11.0816 20.5158 13.3443 -23.1292 -7.2581 12.5316 4.77975 -8.27047 -5.39332 0.00614933 0.0409626 0.00374092 0.00221402 0.0135385 0.0321383 0.0097661 0.0215504 0.0179676 0.0433762 0.00720009 0.0193575 0.00506977 0.0137808 0.00972209
278	285	0.5	33.7033	103.583	8.31912 28.6564 3.62384 1.55992 4.55697 -31.0281 -10.943 20.362 13.3359 -22.9122 -7.14381 12.4146 4.754 -8.15947 -5.35856 0.00682411 0.0447322 0.00388121 0.00249836 0.0177002 0.0342249 0.0104029 0.0232004 0.0198024 0.0491314 0.00871712 0.0256278 0.00556078 0.0167798 0.011321
278	285	0.7	33.6467	103.783	8.3335 28.4812 3.62144 1.54912 4.68572 -30.8753 -10.955 20.3656 13.2896 -23.0769 -7.12972 12.4133 4.73637 -8.16642 -5.35403 0.00658726 0.0439534 0.00386595 0.00249625 0.0180948 0.0341349 0.0102067 0.0230755 0.0196737 0.0501647 0.00860697 0.0265765 0.00556045 0.0171159 0.0114416
278	285	0.85	17.3367	53.8417	8.17514 27.3949 3.51785 1.51557 4.34528 -29.9827 -10.6931 19.7558 12.9197 -22.3993 -7.02073 11.9693 4.61573 -7.92835 -5.18985 0.00714479 0.0482203 0.0039758 0.00296873 0.0255558 0.0366717 0.01071 0.024506 0.0229947 0.0618565 0.0111807 0.0396814 0.006391 0.023452 0.0141488
278	285	0.95	17.2733	52.9333	8.14618 27.6091 3.51636 1.51565 4.29432 -30.0024 -10.6626 19.7493 12.7599 -22.6653 -6.93365 12.2649 4.6032 -8.03985 -5.31245 0.00745542 0.0491064 0.00397135 0.00300903 0.0259658 0.0373413 0.0109448 0.0244993 0.0235928 0.0615811 0.0114457 0.0405652 0.00643911 0.0239555 0.0144955
278	315	0.2	169.243	257.867	4.26513 14.5725 1.14516 0.465164 2.01687 -15.7717 -4.41073 8.1538 5.20176 -10.942 -2.80414 5.96786 1.46061 -3.08732 -1.95366 0.00223957 0.0162538 0.00109205 0.000657421 0.00527574 0.0121874 0.00330419 0.00753244 0.00620246 0.0187966 0.00263592 0.00924201 0.00156318 0.00549197 0.00342617
278	315	0.5	83.8833	127.408	4.27552 14.417 1.14872 0.464997 2.00317 -15.6788 -4.42442 8.13125 5.15887 -10.8947 -2.80012 6.02686 1.46141 -3.10931 -1.96535 0.00242787 0.0192052 0.00114761 0.000778807 0.00707572 0.013896 0.00354181 0.0082961 0.00727117 0.021501 0.00319787 0.0111447 0.00175154 0.00626264 0.00392897
278	315	0.7	85.5267	129.442	4.2189 14.0567 1.12638 0.454119 1.98343 -15.3975 -4.34551 7.94441 5.04594 -10.6718 -2.74494 5.86601 1.42987 -3.01717 -1.91411 0.00243293 0.0189399 0.00115068 0.000773421 0.00700311 0.0136809 0.00354528 0.00812896 0.00715518 0.0213297 0.00325584 0.0117703 0.00174961 0.00628668 0.00386239
278	315	0.85	43.07	65.025	4.21312 14.0589 1.11997 0.445209 1.87574 -15.3759 -4.33325 7.92946 4.96328 -10.4334 -2.70777 5.73924 1.4097 -2.93118 -1.8498 0.00270638 0.0223254 0.00123159 0.000922406 0.00980316 0.0154939 0.00388953 0.00890763 0.0083732 0.0262315 0.00414892 0.0160088 0.00200256 0.00791579 0.00466511
278	315	0.95	43.1767	65.3667	4.16997 13.8797 1.1053 0.44527 1.93101 -15.2 -4.27539 7.81974 4.97831 -10.279 -2.71226 5.69394 1.40316 -2.9375 -1.8576 0.00273416 0.0221644 0.00124113 0.000916546 0.010081 0.0153531 0.00392264 0.00880795 0.00839168 0.0268349 0.0042653 0.0165977 0.00199833 0.00804982 0.00474581
278	345	0.2	352.893	354.192	2.79879 8.60808 0.458292 0.151647 0.943164 -9.8066 -2.25763 3.96576 2.27151 -5.72927 -1.29097 3.22465 0.526532 -1.32007 -0.758935 0.00113031 0.0114006 0.000427468 0.000279149 0.00259888 0.00756378 0.00152619 0.00379718 0.00287433 0.0110997 0.00154981 0.00720538 0.000666724 0.00284562 0.0015154
278	345	0.5	177.69	176.325	2.78427 8.5398 0.452191 0.150888 0.916818 -9.74041 -2.23697 3.92437 2.25292 -5.6802 -1.28588 3.22821 0.521036 -1.31239 -0.758269 0.00117862 0.0121031 0.000441135 0.000306609 0.00330321 0.00792708 0.00158864 0.00394085 0.00310111 0.0120525 0.00164185 0.00766357 0.00070315 0.0030459 0.00164974
278	345	0.7	180.213	176.667	2.77632 8.53336 0.448628 0.147394 0.932556 -9.72626 -2.22554 3.9106 2.22952 -5.65875 -1.27111 3.19865 0.513378 -1.29961 -0.747424 0.00115603 0.0118689 0.000433347 0.000294801 0.00328104 0.00780127 0.00155826 0.00388769 0.00301492 0.0119488 0.001586 0.00749997 0.000682183 0.00298617 0.00159977
278	345	0.85	90.5233	89.025	2.75899 8.41345 0.442761 0.147546 0.924194 -9.62818 -2.20209 3.85782 2.21287 -5.5996 -1.26192 3.18504 0.509726 -1.29051 -0.745467 0.00128912 0.0133821 0.000472458 0.000363561 0.00481013 0.00869448 0.00173024 0.00427599 0.00357364 0.0143223 0.00192588 0.00923268 0.000780966 0.00358868 0.00194026
278	345	0.95	90.58	90.175	2.76908 8.39665 0.444869 0.14636 0.927975 -9.62987 -2.21446 3.86724 2.20166 -5.66568 -1.26478 3.22863 0.509529 -1.30767 -0.75163 0.00124174 0.0133222 0.000458654 0.000353582 0.00468802 0.00865675 0.00166866 0.00424151 0.00349464 0.0140311 0.00185581 0.00878408 0.000758958 0.003434 0.00185521
